Item_Identifier;Item_Weight;Item_Fat_Content;Item_Visibility;Item_Type;Item_MRP;Outlet_Identifier;Outlet_Establishment_Year;Outlet_Size;Outlet_Location_Type;Outlet_Type;Item_Outlet_Sales
DRL01;5.175;Low Fat;0.030527166;Health and Hygiene;33.5874;OUT017;2007;;Tier 2;Supermarket Type1;635.1732
FDN57;;Low Fat;0.030516069;Fruits and Vegetables;227.801;OUT019;1985;Small;Tier 1;Grocery Store;459.402
FDO38;20.6;reg;0.030510526;Dairy;211.4244;OUT046;1997;Small;Tier 1;Supermarket Type1;7833.8028
FDA45;17.75;Low Fat;0.03050705;Others;180.366;OUT046;1997;Small;Tier 1;Supermarket Type1;2336.958
FDP27;20.6;Regular;0.030504756;Dairy;212.6244;OUT035;2004;Small;Tier 2;Supermarket Type1;3599.3148
DRG36;17.75;Low Fat;0.030501281;Others;180.566;OUT035;2004;Small;Tier 2;Supermarket Type1;3415.554
DRL47;17.75;low fat;0.030497325;Dairy;256.9672;OUT045;2002;;Tier 2;Supermarket Type1;1534.0032
NCA05;17.75;Low Fat;0.03048292;Dairy;257.2672;OUT049;1999;Medium;Tier 1;Supermarket Type1;3068.0064
FDL38;5.175;Low Fat;0.030479118;Health and Hygiene;33.2874;OUT018;2009;Medium;Tier 3;Supermarket Type2;635.1732
FDC32;;Regular;0.030476541;Snack Foods;252.2724;OUT027;1985;Medium;Tier 3;Supermarket Type3;5033.448
NCI06;18.35;Low Fat;0.0304697;Health and Hygiene;191.3162;OUT013;1987;High;Tier 3;Supermarket Type1;1346.9134
FDI05;;Low Fat;0.03046847;Starchy Foods;254.704;OUT027;1985;Medium;Tier 3;Supermarket Type3;3036.048
FDR52;5.88;Regular;0.030418998;Frozen Foods;103.099;OUT017;2007;;Tier 2;Supermarket Type1;1341.587
FDU26;9.695;Regular;0.030413777;Snack Foods;221.3114;OUT018;2009;Medium;Tier 3;Supermarket Type2;2217.114
FDG33;17.75;Low Fat;0.030410273;Dairy;256.0672;OUT013;1987;High;Tier 3;Supermarket Type1;2045.3376
FDE38;10.1;Low Fat;0.030379382;Health and Hygiene;153.4656;OUT017;2007;;Tier 2;Supermarket Type1;1853.5872
FDI35;5.88;Regular;0.030371121;Frozen Foods;101.799;OUT018;2009;Medium;Tier 3;Supermarket Type2;1960.781
FDN23;;Regular;0.030362777;Dairy;210.5244;OUT027;1985;Medium;Tier 3;Supermarket Type3;6775.1808
NCP54;5.175;LF;0.030349723;Health and Hygiene;37.0874;OUT035;2004;Small;Tier 2;Supermarket Type1;423.4488
FDO39;;Low Fat;0.030347404;Health and Hygiene;192.5162;OUT027;1985;Medium;Tier 3;Supermarket Type3;3078.6592
NCT17;9.695;Regular;0.03033748;Snack Foods;222.9114;OUT049;1999;Medium;Tier 1;Supermarket Type1;5764.4964
NCK30;5.175;Low Fat;0.030330202;Health and Hygiene;35.4874;OUT013;1987;High;Tier 3;Supermarket Type1;388.1614
FDM24;8;Regular;0.030311951;Breads;247.4092;OUT049;1999;Medium;Tier 1;Supermarket Type1;6972.2576
FDA35;12.1;Low Fat;0.030297819;Canned;74.767;OUT017;2007;;Tier 2;Supermarket Type1;1454.773
NCM07;5.88;Regular;0.030294931;Frozen Foods;104.099;OUT049;1999;Medium;Tier 1;Supermarket Type1;412.796
FDD09;;Low Fat;0.030288215;Dairy;256.7672;OUT027;1985;Medium;Tier 3;Supermarket Type3;4346.3424
FDW07;10.395;Low Fat;0.030281543;Baking Goods;116.3176;OUT018;2009;Medium;Tier 3;Supermarket Type2;1259.6936
FDM27;8.3;Regular;0.030274175;Baking Goods;98.5384;OUT018;2009;Medium;Tier 3;Supermarket Type2;1872.2296
NCY53;10.1;Low Fat;0.030269774;Health and Hygiene;152.4656;OUT045;2002;;Tier 2;Supermarket Type1;2934.8464
FDA10;8;Regular;0.030264897;Breads;250.3092;OUT046;1997;Small;Tier 1;Supermarket Type1;6723.2484
DRB24;12.1;Low Fat;0.030250132;Canned;75.267;OUT018;2009;Medium;Tier 3;Supermarket Type2;612.536
NCN53;5.88;Regular;0.030247903;Frozen Foods;101.399;OUT046;1997;Small;Tier 1;Supermarket Type1;2063.98
FDA31;5.88;Regular;0.030242184;Frozen Foods;101.799;OUT035;2004;Small;Tier 2;Supermarket Type1;515.995
FDE24;10.395;Low Fat;0.030219852;Baking Goods;114.7176;OUT045;2002;;Tier 2;Supermarket Type1;2748.4224
FDA04;14;Low Fat;0.030216783;Fruits and Vegetables;216.6192;OUT018;2009;Medium;Tier 3;Supermarket Type2;3020.0688
FDV26;8.3;Regular;0.030212499;Baking Goods;98.0384;OUT045;2002;;Tier 2;Supermarket Type1;2857.6136
FDF40;13;Regular;0.030211742;Canned;59.322;OUT018;2009;Medium;Tier 3;Supermarket Type2;539.298
FDH34;10.1;Low Fat;0.03020851;Health and Hygiene;153.1656;OUT046;1997;Small;Tier 1;Supermarket Type1;1544.656
FDO16;;Low Fat;0.030208465;Health and Hygiene;35.4874;OUT027;1985;Medium;Tier 3;Supermarket Type3;1693.7952
FDZ43;8.3;Regular;0.030198228;Baking Goods;98.2384;OUT049;1999;Medium;Tier 1;Supermarket Type1;2167.8448
DRJ51;12.1;Low Fat;0.030188505;Canned;77.367;OUT045;2002;;Tier 2;Supermarket Type1;612.536
NCL07;12.1;LF;0.030174246;Canned;76.667;OUT049;1999;Medium;Tier 1;Supermarket Type1;1531.34
FDU58;19.75;Regular;0.030166924;Frozen Foods;179.766;OUT010;1998;;Tier 3;Grocery Store;719.064
FDI26;14;Low Fat;0.030155224;Fruits and Vegetables;214.7192;OUT045;2002;;Tier 2;Supermarket Type1;3020.0688
FDG24;8.3;Regular;0.030151351;Baking Goods;98.7384;OUT046;1997;Small;Tier 1;Supermarket Type1;492.692
NCM19;13;Regular;0.030150193;Canned;61.422;OUT045;2002;;Tier 2;Supermarket Type1;539.298
NCO29;;Regular;0.030143704;Snack Foods;222.0114;OUT027;1985;Medium;Tier 3;Supermarket Type3;6207.9192
NCM05;14;Low Fat;0.030140981;Fruits and Vegetables;216.0192;OUT049;1999;Medium;Tier 1;Supermarket Type1;2588.6304
NCE07;12.1;Low Fat;0.030121709;Canned;78.067;OUT035;2004;Small;Tier 2;Supermarket Type1;2220.443
FDR10;;Regular;0.030118338;Breads;248.8092;OUT027;1985;Medium;Tier 3;Supermarket Type3;3486.1288
FDO12;17.7;Low Fat;0.030108283;Snack Foods;165.9816;OUT017;2007;;Tier 2;Supermarket Type1;4362.3216
FDC17;12.1;Low Fat;0.030102335;Canned;74.767;OUT013;1987;High;Tier 3;Supermarket Type1;2220.443
FDF34;14;Low Fat;0.030094192;Fruits and Vegetables;215.7192;OUT046;1997;Small;Tier 1;Supermarket Type1;1078.596
FDO22;13;Regular;0.030083482;Canned;61.922;OUT035;2004;Small;Tier 2;Supermarket Type1;1557.972
FDT52;13;Regular;0.030064132;Canned;58.022;OUT013;1987;High;Tier 3;Supermarket Type1;898.83
FDR24;;Low Fat;0.030062224;Health and Hygiene;154.3656;OUT027;1985;Medium;Tier 3;Supermarket Type3;2471.4496
FDP08;17.7;Low Fat;0.030060895;Snack Foods;166.4816;OUT018;2009;Medium;Tier 3;Supermarket Type2;2013.3792
FDF39;17.7;Low Fat;0.029999653;Snack Foods;169.7816;OUT045;2002;;Tier 2;Supermarket Type1;2013.3792
NCQ06;8.325;Low Fat;0.029953314;Fruits and Vegetables;39.5138;OUT017;2007;;Tier 2;Supermarket Type1;568.5932
FDR04;12.1;Low Fat;0.029949818;Soft Drinks;146.3444;OUT017;2007;;Tier 2;Supermarket Type1;3773.7544
FDQ32;;Regular;0.029943463;Canned;60.222;OUT027;1985;Medium;Tier 3;Supermarket Type3;1677.816
DRD15;17.7;Low Fat;0.029933275;Snack Foods;169.0816;OUT035;2004;Small;Tier 2;Supermarket Type1;5201.2296
FDB02;17.7;Low Fat;0.029914022;Snack Foods;166.2816;OUT013;1987;High;Tier 3;Supermarket Type1;2516.724
NCS18;12.1;Low Fat;0.029902679;Soft Drinks;144.3444;OUT018;2009;Medium;Tier 3;Supermarket Type2;1161.1552
NCS30;13.5;Regular;0.029893094;Snack Foods;81.096;OUT010;1998;;Tier 3;Grocery Store;159.792
FDN15;6.445;Low Fat;0.029859711;Baking Goods;94.1436;OUT017;2007;;Tier 2;Supermarket Type1;1418.154
NCL31;8.325;Low Fat;0.029845243;Fruits and Vegetables;41.6138;OUT045;2002;;Tier 2;Supermarket Type1;284.2966
FDV31;14;Regular;0.029843736;Dairy;143.9786;OUT018;2009;Medium;Tier 3;Supermarket Type2;866.8716
FDF38;12.1;Low Fat;0.02984176;Soft Drinks;144.4444;OUT045;2002;;Tier 2;Supermarket Type1;3628.61
DRK59;12.1;Low Fat;0.029827665;Soft Drinks;144.3444;OUT049;1999;Medium;Tier 1;Supermarket Type1;2612.5992
DRJ24;17.75;Regular;0.029821648;Fruits and Vegetables;139.9838;OUT017;2007;;Tier 2;Supermarket Type1;1123.8704
FDW51;6.445;Low Fat;0.029812714;Baking Goods;95.4436;OUT018;2009;Medium;Tier 3;Supermarket Type2;1229.0668
FDN49;9.6;Low Fat;0.02981155;Household;45.2086;OUT017;2007;;Tier 2;Supermarket Type1;669.129
FDE20;16.75;Low Fat;0.029799965;Snack Foods;39.1822;OUT045;2002;;Tier 2;Supermarket Type1;314.2576
FDV38;;Low Fat;0.029793955;Snack Foods;167.2816;OUT027;1985;Medium;Tier 3;Supermarket Type3;5704.5744
FDH60;16.75;Low Fat;0.029785889;Snack Foods;38.9822;OUT049;1999;Medium;Tier 1;Supermarket Type1;628.5152
NCD55;14;Regular;0.029782937;Dairy;146.3786;OUT045;2002;;Tier 2;Supermarket Type1;866.8716
FDU13;12.1;Low Fat;0.029781363;Soft Drinks;146.9444;OUT046;1997;Small;Tier 1;Supermarket Type1;1596.5884
FDZ07;8.325;Low Fat;0.029779207;Fruits and Vegetables;39.3138;OUT035;2004;Small;Tier 2;Supermarket Type1;974.7312
FDY13;14;Regular;0.02976887;Dairy;145.4786;OUT049;1999;Medium;Tier 1;Supermarket Type1;1300.3074
FDP56;8.325;Low Fat;0.029760052;Fruits and Vegetables;38.7138;OUT013;1987;High;Tier 3;Supermarket Type1;284.2966
DRA59;;Regular;0.02974207;Dairy;88.9514;OUT027;1985;Medium;Tier 3;Supermarket Type3;3453.5046
FDY40;6.71;Regular;0.029727657;Baking Goods;66.6142;OUT017;2007;;Tier 2;Supermarket Type1;1120.5414
FDW40;14;Regular;0.029722659;Dairy;143.4786;OUT046;1997;Small;Tier 1;Supermarket Type1;1589.2646
NCW17;17.75;Regular;0.029700018;Fruits and Vegetables;140.3838;OUT049;1999;Medium;Tier 1;Supermarket Type1;1404.838
DRN37;14;Regular;0.029697925;Dairy;143.0786;OUT013;1987;High;Tier 3;Supermarket Type1;3178.5292
FDZ19;9.695;Low Fat;0.029693277;Snack Foods;159.792;OUT018;2009;Medium;Tier 3;Supermarket Type2;2716.464
FDW34;6.445;Low Fat;0.029691762;Baking Goods;92.6436;OUT046;1997;Small;Tier 1;Supermarket Type1;1039.9796
FDC28;6.445;Low Fat;0.029686148;Baking Goods;96.4436;OUT035;2004;Small;Tier 2;Supermarket Type1;378.1744
FDB29;6.71;reg;0.029680868;Baking Goods;65.0142;OUT018;2009;Medium;Tier 3;Supermarket Type2;856.8846
FDE26;6.445;Low Fat;0.029667053;Baking Goods;94.4436;OUT013;1987;High;Tier 3;Supermarket Type1;1134.5232
FDG45;5.175;Regular;0.029662795;Snack Foods;105.2622;OUT017;2007;;Tier 2;Supermarket Type1;2328.9684
NCC18;17.75;Regular;0.029653914;Fruits and Vegetables;140.5838;OUT046;1997;Small;Tier 1;Supermarket Type1;2669.1922
NCU54;17.75;Regular;0.029648306;Fruits and Vegetables;142.4838;OUT035;2004;Small;Tier 2;Supermarket Type1;1264.3542
FDF26;;low fat;0.029640604;Fruits and Vegetables;40.8138;OUT027;1985;Medium;Tier 3;Supermarket Type3;1543.3244
FDX52;9.6;Low Fat;0.029638267;Household;42.6086;OUT035;2004;Small;Tier 2;Supermarket Type1;133.8258
FDR04;9.695;Low Fat;0.029632784;Snack Foods;159.692;OUT045;2002;;Tier 2;Supermarket Type1;958.752
NCP06;9.6;Low Fat;0.029619203;Household;43.6086;OUT013;1987;High;Tier 3;Supermarket Type1;624.5204
FDN25;5.175;Regular;0.029616108;Snack Foods;107.7622;OUT018;2009;Medium;Tier 3;Supermarket Type2;2011.3818
NCH42;6.71;Regular;0.02960641;Baking Goods;65.4142;OUT049;1999;Medium;Tier 1;Supermarket Type1;1516.0266
FDO46;;Low Fat;0.029595637;Snack Foods;40.9822;OUT027;1985;Medium;Tier 3;Supermarket Type3;864.2084
NCG54;12.15;Low Fat;0.029583249;Household;114.715;OUT045;2002;;Tier 2;Supermarket Type1;1048.635
FDU07;;Regular;0.029578726;Dairy;143.5786;OUT027;1985;Medium;Tier 3;Supermarket Type3;3756.4436
DRJ11;12.15;Low Fat;0.029569276;Household;115.015;OUT049;1999;Medium;Tier 1;Supermarket Type1;2912.875
FDH10;9.695;Low Fat;0.029567218;Snack Foods;160.492;OUT035;2004;Small;Tier 2;Supermarket Type1;4314.384
FDN56;16.35;Low Fat;0.029565309;Household;256.4646;OUT018;2009;Medium;Tier 3;Supermarket Type2;515.3292
FDY56;6.71;Regular;0.029560451;Baking Goods;65.8142;OUT046;1997;Small;Tier 1;Supermarket Type1;856.8846
NCQ53;5.175;Regular;0.029555773;Snack Foods;105.9622;OUT045;2002;;Tier 2;Supermarket Type1;1693.7952
NCN54;5.94;Regular;0.029538509;Breads;189.4556;OUT017;2007;;Tier 2;Supermarket Type1;1877.556
NCC43;6.71;Regular;0.029535852;Baking Goods;67.5142;OUT013;1987;High;Tier 3;Supermarket Type1;593.2278
FDB35;11.5;Low Fat;0.029529474;Health and Hygiene;132.6626;OUT010;1998;;Tier 3;Grocery Store;262.3252
FDX33;;Regular;0.029510313;Fruits and Vegetables;141.9838;OUT027;1985;Medium;Tier 3;Supermarket Type3;4354.9978
NCT06;;Low Fat;0.029500321;Household;46.2086;OUT027;1985;Medium;Tier 3;Supermarket Type3;802.9548
FDM50;5.94;Regular;0.029492018;Breads;188.0556;OUT018;2009;Medium;Tier 3;Supermarket Type2;938.778
FDC37;5.175;Regular;0.029490377;Snack Foods;107.6622;OUT035;2004;Small;Tier 2;Supermarket Type1;2858.2794
NCT54;5.175;Regular;0.029471408;Snack Foods;105.4622;OUT013;1987;High;Tier 3;Supermarket Type1;3281.7282
FDG34;16.35;Low Fat;0.029445361;Household;257.6646;OUT046;1997;Small;Tier 1;Supermarket Type1;2061.3168
NCW54;16.35;Low Fat;0.029420857;Household;256.9646;OUT013;1987;High;Tier 3;Supermarket Type1;4637.9628
FDZ46;;Low Fat;0.029380407;Household;114.715;OUT027;1985;Medium;Tier 3;Supermarket Type3;1864.24
NCK19;16;Regular;0.029377239;Meat;46.1718;OUT010;1998;;Tier 3;Grocery Store;94.5436
NCQ05;5.94;Regular;0.029372367;Breads;186.7556;OUT046;1997;Small;Tier 1;Supermarket Type1;3942.8676
NCE54;5.94;Regular;0.029366813;Breads;187.7556;OUT035;2004;Small;Tier 2;Supermarket Type1;3755.112
FDH17;;Low Fat;0.02930277;Household;256.1646;OUT027;1985;Medium;Tier 3;Supermarket Type3;5926.2858
FDB23;;Low Fat;0.029299175;Meat;140.318;OUT019;1985;Small;Tier 1;Grocery Store;139.818
DRL49;9.695;Regular;0.029283081;Canned;175.137;OUT018;2009;Medium;Tier 3;Supermarket Type2;3705.177
FDT03;7.725;Low Fat;0.029236727;Household;123.8414;OUT017;2007;;Tier 2;Supermarket Type1;1340.2554
FDW59;;Regular;0.02923013;Breads;189.4556;OUT027;1985;Medium;Tier 3;Supermarket Type3;3567.3564
NCB18;9.695;Regular;0.029223424;Canned;175.437;OUT045;2002;;Tier 2;Supermarket Type1;2999.429
FDI22;21.1;Low Fat;0.029173031;Household;145.7786;OUT017;2007;;Tier 2;Supermarket Type1;1444.786
FDZ50;9.695;Regular;0.029158763;Canned;174.537;OUT035;2004;Small;Tier 2;Supermarket Type1;1235.059
FDS14;;Regular;0.029157849;Frozen Foods;97.0726;OUT019;1985;Small;Tier 1;Grocery Store;293.6178
NCN19;6.76;Regular;0.02914662;Fruits and Vegetables;79.296;OUT017;2007;;Tier 2;Supermarket Type1;1118.544
FDG46;9.695;Regular;0.029140008;Canned;176.337;OUT013;1987;High;Tier 3;Supermarket Type1;3528.74
FDS04;7.725;Low Fat;0.029131242;Household;123.8414;OUT045;2002;;Tier 2;Supermarket Type1;487.3656
FDM58;6.61;Regular;0.029129907;Snack Foods;188.4898;OUT018;2009;Medium;Tier 3;Supermarket Type2;4677.245
FDB60;7.725;Low Fat;0.029117482;Household;123.0414;OUT049;1999;Medium;Tier 1;Supermarket Type1;1583.9382
FDH28;10.8;Low Fat;0.029107004;Snack Foods;240.5222;OUT017;2007;;Tier 2;Supermarket Type1;4541.4218
NCU53;6.76;Regular;0.029100745;Fruits and Vegetables;80.696;OUT018;2009;Medium;Tier 3;Supermarket Type2;559.272
FDL44;;Low Fat;0.029084548;Frozen Foods;122.0098;OUT019;1985;Small;Tier 1;Grocery Store;361.5294
FDI22;21.1;low fat;0.029054046;Household;144.6786;OUT049;1999;Medium;Tier 1;Supermarket Type1;2889.572
DRM37;14;Low Fat;0.029026218;Health and Hygiene;131.331;OUT017;2007;;Tier 2;Supermarket Type1;3635.268
FDX40;;Regular;0.029023048;Canned;177.837;OUT027;1985;Medium;Tier 3;Supermarket Type3;6704.606
DRG15;21.1;Low Fat;0.029008944;Household;143.3786;OUT046;1997;Small;Tier 1;Supermarket Type1;866.8716
FDV19;6.61;Regular;0.029006239;Snack Foods;186.0898;OUT035;2004;Small;Tier 2;Supermarket Type1;2619.2572
DRF01;21.1;Low Fat;0.029003459;Household;143.4786;OUT035;2004;Small;Tier 2;Supermarket Type1;2311.6576
NCV54;10.8;Low Fat;0.029001987;Snack Foods;238.6222;OUT045;2002;;Tier 2;Supermarket Type1;8604.7992
FDO21;10.8;Low Fat;0.028988288;Snack Foods;239.2222;OUT049;1999;Medium;Tier 1;Supermarket Type1;6692.6216
FDA40;21.1;Low Fat;0.028984804;Household;146.1786;OUT013;1987;High;Tier 3;Supermarket Type1;3034.0506
FDE59;6.76;Regular;0.028982682;Fruits and Vegetables;79.596;OUT046;1997;Small;Tier 1;Supermarket Type1;1438.128
FDX47;14;Low Fat;0.028980533;Health and Hygiene;129.531;OUT018;2009;Medium;Tier 3;Supermarket Type2;2077.296
FDW34;6.76;reg;0.028958563;Fruits and Vegetables;78.396;OUT013;1987;High;Tier 3;Supermarket Type1;1757.712
NCM30;14;Low Fat;0.028907832;Health and Hygiene;130.431;OUT049;1999;Medium;Tier 1;Supermarket Type1;778.986
FDA02;;Regular;0.028871235;Snack Foods;188.7898;OUT027;1985;Medium;Tier 3;Supermarket Type3;2057.9878
FDV19;;Low Fat;0.028868467;Household;146.3786;OUT027;1985;Medium;Tier 3;Supermarket Type3;5056.751
FDT48;;Regular;0.028842332;Fruits and Vegetables;81.496;OUT027;1985;Medium;Tier 3;Supermarket Type3;1997.4
FDD09;14;Low Fat;0.028838938;Health and Hygiene;129.331;OUT013;1987;High;Tier 3;Supermarket Type1;259.662
FDZ25;9.895;Regular;0.028837829;Canned;117.8492;OUT018;2009;Medium;Tier 3;Supermarket Type2;1506.0396
NCE19;9.895;Regular;0.028765486;Canned;115.3492;OUT049;1999;Medium;Tier 1;Supermarket Type1;1274.3412
DRE25;12.15;Low Fat;0.028760013;Household;151.4708;OUT017;2007;;Tier 2;Supermarket Type1;4815.0656
FDC14;10.85;Low Fat;0.028738058;Household;117.1808;OUT045;2002;;Tier 2;Supermarket Type1;703.0848
FDO15;;Low Fat;0.028723187;Health and Hygiene;131.831;OUT027;1985;Medium;Tier 3;Supermarket Type3;3635.268
FDC46;12.15;Low Fat;0.028714747;Household;151.9708;OUT018;2009;Medium;Tier 3;Supermarket Type2;3611.2992
NCX42;7.35;Low Fat;0.028711412;Fruits and Vegetables;39.9454;OUT018;2009;Medium;Tier 3;Supermarket Type2;377.5086
FDK52;6.965;Low Fat;0.028710065;Household;158.1604;OUT017;2007;;Tier 2;Supermarket Type1;2693.8268
FDD04;9.895;Regular;0.028696932;Canned;117.0492;OUT013;1987;High;Tier 3;Supermarket Type1;810.9444
FDF12;9.3;Low Fat;0.028683422;Baking Goods;195.8136;OUT017;2007;;Tier 2;Supermarket Type1;3693.8584
NCL41;10.85;Low Fat;0.028679894;Household;115.1808;OUT046;1997;Small;Tier 1;Supermarket Type1;2109.2544
NCW41;10.85;LF;0.028674471;Household;115.1808;OUT035;2004;Small;Tier 2;Supermarket Type1;3866.9664
FDO60;12.15;Low Fat;0.028656248;Household;149.3708;OUT045;2002;;Tier 2;Supermarket Type1;1203.7664
FDZ55;7.35;Low Fat;0.028652919;Fruits and Vegetables;40.5454;OUT045;2002;;Tier 2;Supermarket Type1;545.2902
FDZ59;12.15;Low Fat;0.028642712;Household;149.0708;OUT049;1999;Medium;Tier 1;Supermarket Type1;1203.7664
FDO24;9.3;Low Fat;0.028638276;Baking Goods;195.8136;OUT018;2009;Medium;Tier 3;Supermarket Type2;2138.5496
FDW14;12.15;Low Fat;0.02859825;Household;150.4708;OUT046;1997;Small;Tier 1;Supermarket Type1;2257.062
FDD40;12.15;Low Fat;0.028592842;Household;151.0708;OUT035;2004;Small;Tier 2;Supermarket Type1;2858.9452
FDJ38;16.5;Low Fat;0.028579565;Snack Foods;90.3146;OUT017;2007;;Tier 2;Supermarket Type1;2554.0088
NCO54;8.93;low fat;0.028578012;Dairy;152.234;OUT017;2007;;Tier 2;Supermarket Type1;3828.35
FDJ10;7.35;Low Fat;0.028571132;Fruits and Vegetables;40.8454;OUT013;1987;High;Tier 3;Supermarket Type1;587.2356
FDK27;9.3;Low Fat;0.028566433;Baking Goods;193.0136;OUT049;1999;Medium;Tier 1;Supermarket Type1;4860.34
FDR09;8.93;Low Fat;0.028533032;Dairy;151.434;OUT018;2009;Medium;Tier 3;Supermarket Type2;1225.072
FDO60;14.35;Low Fat;0.028519419;Health and Hygiene;109.2228;OUT010;1998;;Tier 3;Grocery Store;221.0456
FDX50;9.3;Low Fat;0.028516696;Baking Goods;194.6136;OUT035;2004;Small;Tier 2;Supermarket Type1;3110.6176
FDR44;9.3;Low Fat;0.028498354;Baking Goods;195.8136;OUT013;1987;High;Tier 3;Supermarket Type1;2332.9632
FDD17;6.13;Low Fat;0.02848169;Household;110.4912;OUT017;2007;;Tier 2;Supermarket Type1;1310.2944
FDI60;7.96;Low Fat;0.028478742;Canned;161.8894;OUT018;2009;Medium;Tier 3;Supermarket Type2;2750.4198
FDH31;16.5;Low Fat;0.028476451;Snack Foods;91.0146;OUT045;2002;;Tier 2;Supermarket Type1;1368.219
FDL50;8.93;Low Fat;0.028461453;Dairy;152.234;OUT049;1999;Medium;Tier 1;Supermarket Type1;5053.422
FDO21;;Low Fat;0.028459761;Household;149.9708;OUT027;1985;Medium;Tier 3;Supermarket Type3;4363.6532
FDW12;;Low Fat;0.028456456;Fruits and Vegetables;43.5454;OUT027;1985;Medium;Tier 3;Supermarket Type3;755.0172
FDT15;16.35;Low Fat;0.02844314;Household;98.141;OUT010;1998;;Tier 3;Grocery Store;386.164
FDV25;16.5;Low Fat;0.028418817;Snack Foods;92.8146;OUT046;1997;Small;Tier 1;Supermarket Type1;2097.9358
DRH13;8.93;Low Fat;0.028417272;Dairy;154.534;OUT046;1997;Small;Tier 1;Supermarket Type1;2603.278
FDG21;8.93;Low Fat;0.028411899;Dairy;152.334;OUT035;2004;Small;Tier 2;Supermarket Type1;2143.876
NCI55;;Low Fat;0.028410335;Household;158.0604;OUT027;1985;Medium;Tier 3;Supermarket Type3;4595.3516
NCO06;16.5;Low Fat;0.028395167;Snack Foods;91.7146;OUT013;1987;High;Tier 3;Supermarket Type1;2462.7942
FDR27;8.93;Low Fat;0.028393624;Dairy;153.434;OUT013;1987;High;Tier 3;Supermarket Type1;1378.206
FDA22;8.63;Regular;0.028391879;Canned;173.9422;OUT018;2009;Medium;Tier 3;Supermarket Type2;4138.6128
FDS03;;Low Fat;0.028382853;Health and Hygiene;109.4596;OUT019;1985;Small;Tier 1;Grocery Store;647.1576
FDZ12;6.13;Low Fat;0.028365524;Household;110.0912;OUT049;1999;Medium;Tier 1;Supermarket Type1;1637.868
FDJ20;7.96;Low Fat;0.028357839;Canned;163.2894;OUT035;2004;Small;Tier 2;Supermarket Type1;4530.1032
FDV09;7.96;Low Fat;0.028339599;Canned;162.4894;OUT013;1987;High;Tier 3;Supermarket Type1;1779.6834
FDW09;8.63;Regular;0.028320655;Canned;172.5422;OUT049;1999;Medium;Tier 1;Supermarket Type1;2241.7486
FDS36;20;Regular;0.028282832;Fruits and Vegetables;46.2744;OUT017;2007;;Tier 2;Supermarket Type1;1086.5856
FDY19;;Low Fat;0.028281197;Snack Foods;90.2146;OUT027;1985;Medium;Tier 3;Supermarket Type3;3648.584
DRC49;;Low Fat;0.02827966;Dairy;152.234;OUT027;1985;Medium;Tier 3;Supermarket Type3;1071.938
FDN12;8.63;Regular;0.028271345;Canned;170.5422;OUT035;2004;Small;Tier 2;Supermarket Type1;2069.3064
FDJ03;20;Regular;0.028238317;Fruits and Vegetables;46.3744;OUT018;2009;Medium;Tier 3;Supermarket Type2;181.0976
FDC46;;Low Fat;0.028207784;Household;195.5478;OUT019;1985;Small;Tier 1;Grocery Store;387.4956
FDM02;20;Regular;0.028180789;Fruits and Vegetables;46.8744;OUT045;2002;;Tier 2;Supermarket Type1;905.488
FDV20;20;Regular;0.028167478;Fruits and Vegetables;45.5744;OUT049;1999;Medium;Tier 1;Supermarket Type1;452.744
NCH07;12.1;Low Fat;0.028164527;Hard Drinks;178.166;OUT010;1998;;Tier 3;Grocery Store;539.298
FDL28;;Regular;0.028139761;Canned;173.7422;OUT027;1985;Medium;Tier 3;Supermarket Type3;3621.2862
FDJ46;20;Regular;0.028118435;Fruits and Vegetables;46.7744;OUT035;2004;Small;Tier 2;Supermarket Type1;1222.4088
FDQ34;;Regular;0.028062401;Breads;44.0402;OUT019;1985;Small;Tier 1;Grocery Store;91.8804
NCD42;;Low Fat;0.028048877;Household;106.1964;OUT019;1985;Small;Tier 1;Grocery Store;210.3928
FDO34;17.5;Low Fat;0.028009382;Meat;141.718;OUT010;1998;;Tier 3;Grocery Store;419.454
FDX60;7.275;Low Fat;0.027991093;Snack Foods;145.976;OUT049;1999;Medium;Tier 1;Supermarket Type1;3515.424
FDZ28;7.275;Low Fat;0.027942357;Snack Foods;145.076;OUT035;2004;Small;Tier 2;Supermarket Type1;1611.236
FDT36;19.35;Low Fat;0.027827268;Health and Hygiene;65.6168;OUT018;2009;Medium;Tier 3;Supermarket Type2;383.5008
FDL24;;Low Fat;0.027812304;Snack Foods;147.476;OUT027;1985;Medium;Tier 3;Supermarket Type3;3368.948
FDJ58;17.7;Regular;0.027779381;Fruits and Vegetables;50.1034;OUT010;1998;;Tier 3;Grocery Store;97.2068
FDY12;15.15;Low Fat;0.027779254;Baking Goods;150.1708;OUT046;1997;Small;Tier 1;Supermarket Type1;1504.708
FDP58;15.15;Low Fat;0.027774002;Baking Goods;152.3708;OUT035;2004;Small;Tier 2;Supermarket Type1;3159.8868
FDC41;;Low Fat;0.027767577;Baking Goods;82.1592;OUT019;1985;Small;Tier 1;Grocery Store;412.796
FDY07;6.28;Low Fat;0.027761289;Soft Drinks;85.8198;OUT045;2002;;Tier 2;Supermarket Type1;872.198
FDN08;19.35;Low Fat;0.02775746;Health and Hygiene;62.5168;OUT049;1999;Medium;Tier 1;Supermarket Type1;1534.0032
